No,year,month,day,hour,season,PM_City Station,PM_5th Middle School,PM_US Post,DEWP,HUMI,PRES,TEMP,cbwd,Iws,precipitation,Iprec
149,2010,1,7,4,4,NA,NA,NA,3.9,73,1018.4,8.5,NE,4.9,0,0
150,2010,1,7,5,4,NA,NA,NA,4.1,75,1018.6,8.3,NE,5.9,0,0
151,2010,1,7,6,4,NA,NA,NA,4.3,76,1018.6,8.3,NW,1.9,0,0
152,2010,1,7,7,4,NA,NA,NA,4.8,80,1019.4,8,NW,3.2,0,0
153,2010,1,7,8,4,NA,NA,NA,4.9,82,1019.7,7.8,NE,2.2,0,0
154,2010,1,7,9,4,NA,NA,NA,5.2,84,1020.6,7.7,NW,1.6,0,0
155,2010,1,7,10,4,NA,NA,NA,5.4,83,1021,8.1,NE,0.7,0,0
156,2010,1,7,11,4,NA,NA,NA,5.9,88,1020.7,7.8,NW,1.8,0.9,0.9
157,2010,1,7,12,4,NA,NA,NA,6,86,1019.8,8.2,NE,1.4,0,0
158,2010,1,7,13,4,NA,NA,NA,6,84,1018.7,8.5,NW,2,0,0
159,2010,1,7,14,4,NA,NA,NA,6.2,86,1017.9,8.4,NW,3.9,0,0
160,2010,1,7,15,4,NA,NA,NA,6.5,87,1017.3,8.5,SW,0.9,0.5,0.5
161,2010,1,7,16,4,NA,NA,NA,6.9,90,1017.3,8.4,NW,1.3,1.5,2
162,2010,1,7,17,4,NA,NA,NA,6.9,91,1017.5,8.3,NW,3.1,1.1,3.1
163,2010,1,7,18,4,NA,NA,NA,6.9,91,1017.6,8.3,NE,2.3,0.4,3.5
164,2010,1,7,19,4,NA,NA,NA,6.8,90,1017.9,8.3,NW,1.1,0.2,3.7
165,2010,1,7,20,4,NA,NA,NA,6.7,89,1018.9,8.4,NW,2.5,0.1,3.8
166,2010,1,7,21,4,NA,NA,NA,6.4,87,1019.6,8.4,NE,1.3,0,0
167,2010,1,7,22,4,NA,NA,NA,6.3,88,1019.7,8.2,NE,3.4,0,0
168,2010,1,7,23,4,NA,NA,NA,6.3,88,1019.9,8.2,NE,4.9,0,0
169,2010,1,8,0,4,NA,NA,NA,6.6,90,1019.5,8.1,NE,6.9,0.1,0.1
170,2010,1,8,1,4,NA,NA,NA,6.5,90,1019.6,8,NW,1.3,1,1.1
171,2010,1,8,2,4,NA,NA,NA,6.5,91,1019.1,7.9,NW,2.5,1.1,2.2
172,2010,1,8,3,4,NA,NA,NA,6,89,1018.6,7.7,NW,5.2,0,0
173,2010,1,8,4,4,NA,NA,NA,5.8,88,1018.2,7.7,NW,6.4,0,0
174,2010,1,8,5,4,NA,NA,NA,6,88,1018,7.9,NW,7.6,0,0
175,2010,1,8,6,4,NA,NA,NA,6,88,1018,7.9,NW,8.6,0,0
176,2010,1,8,7,4,NA,NA,NA,5.8,87,1018.8,7.8,NW,9.8,0,0
177,2010,1,8,8,4,NA,NA,NA,5.7,86,1019.5,7.9,NW,10.9,0,0
178,2010,1,8,9,4,NA,NA,NA,5.9,83,1020,8.6,NW,12.1,0,0
179,2010,1,8,10,4,NA,NA,NA,5,74,1020.5,9.4,NW,13.7,0,0
180,2010,1,8,11,4,NA,NA,NA,5.3,73,1020.2,9.9,NW,15.6,0,0
181,2010,1,8,12,4,NA,NA,NA,5,70,1019.3,10.2,NW,17.7,0,0
182,2010,1,8,13,4,NA,NA,NA,5.2,68,1018,10.9,NW,20.3,0,0
183,2010,1,8,14,4,NA,NA,NA,5.3,68,1016.6,11,NW,21.3,0,0
184,2010,1,8,15,4,NA,NA,NA,5.5,67,1015.7,11.4,NE,1.8,0,0
185,2010,1,8,16,4,NA,NA,NA,5.6,66,1015.4,11.7,NW,1.5,0,0
186,2010,1,8,17,4,NA,NA,NA,5.6,67,1015.4,11.5,NE,1.4,0,0
187,2010,1,8,18,4,NA,NA,NA,5.7,70,1015.6,10.9,NW,1.3,0,0
188,2010,1,8,19,4,NA,NA,NA,5.3,71,1016.2,10.3,NW,2.5,0,0
189,2010,1,8,20,4,NA,NA,NA,5.2,72,1016.9,10,NW,4.6,0,0
190,2010,1,8,21,4,NA,NA,NA,5.2,73,1017,9.8,NW,6.6,0,0
191,2010,1,8,22,4,NA,NA,NA,5.3,74,1017.2,9.7,NW,7.8,0,0
192,2010,1,8,23,4,NA,NA,NA,5.5,75,1017.2,9.7,NW,8.7,0,0
193,2010,1,9,0,4,NA,NA,NA,5.7,76,1017,9.7,NW,9.8,0,0
194,2010,1,9,1,4,NA,NA,NA,6,77,1016.8,9.8,NE,1.2,0,0
195,2010,1,9,2,4,NA,NA,NA,6,78,1016.4,9.6,NE,2.3,0,0
196,2010,1,9,3,4,NA,NA,NA,6.5,82,1016.3,9.4,NE,3.6,0,0
197,2010,1,9,4,4,NA,NA,NA,6.8,85,1016.1,9.2,NW,0.8,0,0
198,2010,1,9,5,4,NA,NA,NA,6.9,89,1016,8.6,NE,1.1,0,0
199,2010,1,9,6,4,NA,NA,NA,7.1,89,1015.9,8.8,cv,0.4,0,0
200,2010,1,9,7,4,NA,NA,NA,7.3,90,1016.6,8.8,NW,1.4,0,0
201,2010,1,9,8,4,NA,NA,NA,7.4,91,1016.7,8.8,NE,0.8,0.1,0.1
202,2010,1,9,9,4,NA,NA,NA,7.8,89,1017.5,9.5,NW,1.1,0,0
203,2010,1,9,10,4,NA,NA,NA,7.8,86,1018.2,10,NW,2.6,0,0
204,2010,1,9,11,4,NA,NA,NA,8.1,83,1017.6,10.9,NE,1.4,0,0
205,2010,1,9,12,4,NA,NA,NA,8.7,77,1016.5,12.6,NE,3,0,0
206,2010,1,9,13,4,NA,NA,NA,8.7,72,1015.1,13.6,SE,1,0,0
207,2010,1,9,14,4,NA,NA,NA,9.1,68,1013.6,14.9,NE,1.8,0,0
208,2010,1,9,15,4,NA,NA,NA,9.1,63,1012.6,16.1,NE,3.4,0,0
209,2010,1,9,16,4,NA,NA,NA,9.1,63,1012,16.1,NE,5.1,0,0
210,2010,1,9,17,4,NA,NA,NA,9.8,67,1012.2,15.9,NE,5.8,0,0
211,2010,1,9,18,4,NA,NA,NA,10.5,75,1012.2,14.9,NE,6.5,0,0
212,2010,1,9,19,4,NA,NA,NA,10.4,79,1012.7,14,NE,7.2,0,0
213,2010,1,9,20,4,NA,NA,NA,10.9,83,1013.2,13.7,cv,0.4,0,0
214,2010,1,9,21,4,NA,NA,NA,10.6,82,1013.6,13.6,cv,0.8,0,0
215,2010,1,9,22,4,NA,NA,NA,10.9,84,1014.4,13.5,cv,0.9,0,0
216,2010,1,9,23,4,NA,NA,NA,10.3,82,1015,13.3,NW,1,0,0
217,2010,1,10,0,4,NA,NA,NA,9.9,82,1014.7,12.9,NW,2.2,0,0
218,2010,1,10,1,4,NA,NA,NA,9.9,83,1014.8,12.7,NE,0.7,0,0
219,2010,1,10,2,4,NA,NA,NA,10.3,86,1014.4,12.6,NE,1.5,0,0
220,2010,1,10,3,4,NA,NA,NA,10.4,85,1013.9,12.9,SE,0.6,0,0
221,2010,1,10,4,4,NA,NA,NA,10.8,87,1013,12.9,NE,1.7,0,0
222,2010,1,10,5,4,NA,NA,NA,10.8,86,1013.2,13.1,SE,0.6,0,0
223,2010,1,10,6,4,NA,NA,NA,10.8,86,1013,13.1,SE,2,0.2,0.2
224,2010,1,10,7,4,NA,NA,NA,11.4,91,1013.9,12.8,SW,1.1,0.1,0.3
225,2010,1,10,8,4,NA,NA,NA,11.6,92,1014.4,12.9,NW,0.6,0.2,0.5
226,2010,1,10,9,4,NA,NA,NA,12.1,92,1014.5,13.4,NE,1.1,1.9,2.4
227,2010,1,10,10,4,NA,NA,NA,12.2,90,1015,13.8,NE,1.9,0,0
228,2010,1,10,11,4,NA,NA,NA,12.3,82,1014.7,15.4,SE,0.8,0,0
229,2010,1,10,12,4,NA,NA,NA,11.8,77,1014.1,15.8,NE,0.9,0,0
230,2010,1,10,13,4,NA,NA,NA,12,74,1012.4,16.7,NE,2.7,0,0
231,2010,1,10,14,4,NA,NA,NA,12.4,73,1011.6,17.3,NW,0.6,0,0
232,2010,1,10,15,4,NA,NA,NA,12.8,80,1010.8,16.3,NW,1.8,0,0
233,2010,1,10,16,4,NA,NA,NA,12.7,80,1010.9,16.1,NW,3.1,0,0
234,2010,1,10,17,4,NA,NA,NA,12,80,1011,15.4,NW,5.4,0,0
235,2010,1,10,18,4,NA,NA,NA,11.9,82,1011.6,14.9,NW,7.2,0,0
236,2010,1,10,19,4,NA,NA,NA,11.9,86,1011.9,14.2,NW,8.8,0,0
237,2010,1,10,20,4,NA,NA,NA,12.2,90,1012.5,13.8,NW,10.5,0.2,0.2
238,2010,1,10,21,4,NA,NA,NA,12,89,1012.9,13.8,NW,11.8,0,0
239,2010,1,10,22,4,NA,NA,NA,12.2,90,1013.3,13.8,NW,12.9,0,0
240,2010,1,10,23,4,NA,NA,NA,11.9,91,1013.5,13.3,NW,14.7,1.4,1.4
241,2010,1,11,0,4,NA,NA,NA,11.8,92,1013.6,13.1,NW,15.9,1,2.4
242,2010,1,11,1,4,NA,NA,NA,11.1,92,1013.8,12.4,NW,17.7,1.4,3.8
243,2010,1,11,2,4,NA,NA,NA,10.4,92,1013.8,11.7,NE,1.2,0.7,4.5
244,2010,1,11,3,4,NA,NA,NA,10.2,92,1013.8,11.5,NW,1.9,0.8,5.3
245,2010,1,11,4,4,NA,NA,NA,9.6,92,1014.3,10.8,NW,4.3,4.7,10
246,2010,1,11,5,4,NA,NA,NA,10.2,91,1013.6,11.6,NW,5.6,0.9,10.9
247,2010,1,11,6,4,NA,NA,NA,9.6,90,1014.1,11.2,NE,2,0,0
248,2010,1,11,7,4,NA,NA,NA,9.4,89,1015,11.1,NW,2,0,0
249,2010,1,11,8,4,NA,NA,NA,9,91,1016.1,10.4,NW,3.8,1.9,1.9
250,2010,1,11,9,4,NA,NA,NA,8.7,92,1017.1,9.9,NW,6.1,2.9,4.8
251,2010,1,11,10,4,NA,NA,NA,8.6,92,1017.8,9.8,NE,1.6,2.2,7
252,2010,1,11,11,4,NA,NA,NA,9,92,1017.7,10.2,NW,1.5,0.6,7.6
253,2010,1,11,12,4,NA,NA,NA,8.9,88,1016.8,10.8,NW,3.4,0.1,7.7
254,2010,1,11,13,4,NA,NA,NA,8.8,84,1016,11.4,NW,5.3,0,0
255,2010,1,11,14,4,NA,NA,NA,8.2,81,1015.7,11.3,NW,6.7,0,0
256,2010,1,11,15,4,NA,NA,NA,8,82,1015.7,10.9,NW,8.5,0,0
257,2010,1,11,16,4,NA,NA,NA,7.8,81,1015.5,10.9,NW,11,0,0
258,2010,1,11,17,4,NA,NA,NA,7.6,79,1015.6,11.1,NE,2.2,0,0
259,2010,1,11,18,4,NA,NA,NA,7.1,77,1016.2,11,NW,2.8,0,0
260,2010,1,11,19,4,NA,NA,NA,6.5,74,1016.7,10.9,NW,4.8,0,0
261,2010,1,11,20,4,NA,NA,NA,5.7,71,1017.2,10.7,NE,3.2,0,0
262,2010,1,11,21,4,NA,NA,NA,5.6,71,1018.2,10.6,NE,4.7,0,0
263,2010,1,11,22,4,NA,NA,NA,5.1,70,1018.6,10.3,NW,2.2,0,0
264,2010,1,11,23,4,NA,NA,NA,5.1,71,1019.3,10.1,NW,4.2,0,0
265,2010,1,12,0,4,NA,NA,NA,4.6,70,1019.6,9.8,NE,2,0,0
266,2010,1,12,1,4,NA,NA,NA,4,71,1019.6,9,NE,4,0,0
267,2010,1,12,2,4,NA,NA,NA,3.3,70,1019.7,8.5,NE,8,0,0
268,2010,1,12,3,4,NA,NA,NA,3.3,70,1019.5,8.5,NE,9.3,0,0
269,2010,1,12,4,4,NA,NA,NA,2.5,66,1019.5,8.5,NE,11.6,0,0
270,2010,1,12,5,4,NA,NA,NA,1.9,65,1020.2,8.1,NE,16.1,0,0
271,2010,1,12,6,4,NA,NA,NA,1.6,65,1020.8,7.8,NE,19.6,0,0
272,2010,1,12,7,4,NA,NA,NA,1.4,65,1021.3,7.5,NW,2.9,0,0
273,2010,1,12,8,4,NA,NA,NA,1,62,1022.3,7.8,NE,2.6,0,0
274,2010,1,12,9,4,NA,NA,NA,0.8,56,1022.9,9.1,NE,6,0,0
275,2010,1,12,10,4,NA,NA,NA,0.2,49,1023.6,10.4,NE,8.9,0,0
276,2010,1,12,11,4,NA,NA,NA,-0.4,47,1023.4,10.4,NE,12,0,0
277,2010,1,12,12,4,NA,NA,NA,-0.9,42,1022.3,11.6,NE,14.8,0,0
278,2010,1,12,13,4,NA,NA,NA,-1.8,38,1021.1,12.1,NE,18.9,0,0
279,2010,1,12,14,4,NA,NA,NA,-0.7,38,1019.9,13.3,NE,21.2,0,0
280,2010,1,12,15,4,NA,NA,NA,0.3,40,1018.9,13.6,NW,1.7,0,0
281,2010,1,12,16,4,NA,NA,NA,0.5,41,1018.6,13.5,NW,3.4,0,0
282,2010,1,12,17,4,NA,NA,NA,-0.2,41,1018.7,12.7,NW,4.8,0,0
283,2010,1,12,18,4,NA,NA,NA,0.2,46,1019.2,11.4,NW,7,0,0
284,2010,1,12,19,4,NA,NA,NA,0.8,51,1019.7,10.5,NE,1.6,0,0
285,2010,1,12,20,4,NA,NA,NA,1.8,58,1020,9.7,NE,3.8,0,0
286,2010,1,12,21,4,NA,NA,NA,0.6,53,1020.5,9.7,NW,2.4,0,0
287,2010,1,12,22,4,NA,NA,NA,0.2,52,1020.9,9.6,NE,2.5,0,0
288,2010,1,12,23,4,NA,NA,NA,-0.8,49,1021.7,9.4,NE,3.8,0,0
